CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score
394651.0,75,2,960.0,1,2,2
394660.0,2,2,1308.0,4,2,2
394670.0,33,1,788.0,2,1,1
394716.0,68,1,487.0,1,1,1
394730.0,35,1,775.0,2,1,1
395001.0,25,21,16825.0,2,4,4
395002.0,25,11,8723.0,2,4,4
395003.0,2,16,10341.0,4,4,4
395004.0,1,15,11030.0,4,4,4
395005.0,18,11,6670.0,3,4,4
395006.0,22,7,4375.0,2,3,3
395007.0,2,94,64230.0,4,4,4
395008.0,17,4,2916.0,3,3,3
395009.0,4,73,50470.0,4,4,4
395010.0,6,13,10418.0,4,4,4
395013.0,64,1,549.0,1,1,1
395017.0,9,21,14832.0,3,4,4
395023.0,4,4,2664.0,4,3,3
396001.0,8,19,17524.0,3,4,4
396002.0,80,1,364.0,1,1,1
396007.0,33,3,2430.0,2,3,3
396020.0,31,2,2572.0,2,2,3
396030.0,52,1,1088.0,1,1,2
396045.0,51,1,582.0,2,1,1
396050.0,12,2,2074.0,3,2,3
396105.0,47,2,942.0,2,2,2
396125.0,1,8,5688.0,4,3,3
396135.0,23,1,499.0,2,1,1
396150.0,38,1,471.0,2,1,1
396155.0,13,3,2488.0,3,3,3
396165.0,6,1,595.0,4,1,1
396170.0,9,4,2064.0,3,3,3
396171.0,67,2,1042.0,1,2,2
396191.0,3,37,29533.0,4,4,4
396195.0,1,21,14778.0,4,4,4
396210.0,14,10,7598.0,3,4,4
396220.0,14,6,3257.0,3,3,3
396230.0,4,22,17062.0,4,4,4
396240.0,60,2,2777.0,1,2,3
396310.0,3,1,457.0,4,1,1
396321.0,11,10,7337.0,3,4,4
396325.0,63,1,399.0,1,1,1
396375.0,77,2,942.0,1,2,2
396380.0,23,1,518.0,2,1,1
396424.0,51,1,666.0,2,1,1
396427.0,9,1,441.0,3,1,1
396430.0,23,1,1249.0,2,1,2
396445.0,12,37,23454.0,3,4,4
396450.0,15,6,3503.0,3,3,3
396469.0,90,1,379.0,1,1,1
396521.0,14,4,2608.0,3,3,3
396560.0,43,2,1634.0,2,2,2
396580.0,7,4,2009.0,3,3,3
396590.0,65,4,1774.0,1,3,2
400001.0,3,30,21262.0,4,4,4
400002.0,4,33,21559.0,4,4,4
400003.0,11,13,8009.0,3,4,4
400004.0,6,26,16503.0,4,4,4
400005.0,2,49,35177.0,4,4,4
400006.0,1,33,26297.0,4,4,4
400007.0,3,39,26020.0,4,4,4
400008.0,1,43,26504.0,4,4,4
400009.0,7,19,11059.0,3,4,4
400010.0,2,39,25803.0,4,4,4
400011.0,3,35,24942.0,4,4,4
400012.0,4,90,66582.0,4,4,4
400013.0,2,53,37347.0,4,4,4
400014.0,2,36,22310.0,4,4,4
400015.0,14,18,11288.0,3,4,4
400016.0,4,73,48796.0,4,4,4
400017.0,15,23,16410.0,3,4,4
400018.0,5,51,32932.0,4,4,4
400019.0,10,37,22242.0,3,4,4
400020.0,11,11,7195.0,3,4,4
400021.0,3,15,10961.0,4,4,4
400022.0,1,95,59445.0,4,4,4
400023.0,11,11,6430.0,3,4,4
400024.0,2,25,16310.0,4,4,4
400025.0,3,45,25641.0,4,4,4
400026.0,7,42,31519.0,3,4,4
400027.0,3,12,6808.0,4,4,4
400028.0,2,66,49036.0,4,4,4
400029.0,2,16,9491.0,4,4,4
400030.0,3,28,17035.0,4,4,4
400031.0,5,19,16176.0,4,4,4
400033.0,2,23,15678.0,4,4,4
400034.0,7,30,15308.0,3,4,4
400035.0,48,2,1316.0,2,2,2
400036.0,14,7,3947.0,3,3,3
400037.0,1,82,59142.0,4,4,4
400042.0,3,72,47675.0,4,4,4
400043.0,11,55,38147.0,3,4,4
400047.0,83,1,517.0,1,1,1
400049.0,1,52,38339.0,4,4,4
400050.0,2,117,78841.0,4,4,4
400051.0,4,94,56862.0,4,4,4
400052.0,3,50,34389.0,4,4,4
400053.0,1,225,160895.0,4,4,4
400054.0,1,43,31910.0,4,4,4
400055.0,3,57,41043.0,4,4,4
400056.0,2,35,21464.0,4,4,4
400057.0,3,63,44296.0,4,4,4
400058.0,2,79,57186.0,4,4,4
400059.0,2,157,110547.0,4,4,4
400060.0,1,70,46514.0,4,4,4
400061.0,4,46,38126.0,4,4,4
400062.0,9,31,23565.0,3,4,4
400063.0,4,149,107681.0,4,4,4
400064.0,3,184,129439.0,4,4,4
400065.0,4,50,30534.0,4,4,4
400066.0,1,121,89742.0,4,4,4
400067.0,1,241,170416.0,4,4,4
400068.0,1,155,100943.0,4,4,4
400069.0,5,58,44494.0,4,4,4
400070.0,7,48,38718.0,3,4,4
400071.0,1,133,100857.0,4,4,4
400072.0,1,156,115992.0,4,4,4
400074.0,2,71,45288.0,4,4,4
400075.0,1,39,22947.0,4,4,4
400076.0,1,104,69245.0,4,4,4
400077.0,2,49,34169.0,4,4,4
400078.0,1,185,136006.0,4,4,4
400079.0,1,41,27486.0,4,4,4
400080.0,3,139,96429.0,4,4,4
400081.0,1,103,73155.0,4,4,4
400082.0,4,22,14100.0,4,4,4
400083.0,4,56,35431.0,4,4,4
400084.0,6,23,18937.0,4,4,4
400085.0,78,1,399.0,1,1,1
400086.0,4,69,51581.0,4,4,4
400087.0,5,4,2846.0,4,3,3
400088.0,6,49,31751.0,4,4,4
400089.0,8,55,38407.0,3,4,4
400090.0,11,5,2400.0,3,3,3
400091.0,2,70,48566.0,4,4,4
400092.0,1,127,87836.0,4,4,4
400093.0,1,165,101164.0,4,4,4
400094.0,1,58,38263.0,4,4,4
400095.0,1,84,64020.0,4,4,4
400097.0,1,124,87127.0,4,4,4
400098.0,4,38,29566.0,4,4,4
400099.0,5,37,26787.0,4,4,4
400101.0,1,259,183260.0,4,4,4
400102.0,3,50,33312.0,4,4,4
400103.0,2,69,55118.0,4,4,4
400104.0,1,121,80791.0,4,4,4
400601.0,1,170,110673.0,4,4,4
400602.0,7,47,36654.0,3,4,4
400603.0,1,39,27302.0,4,4,4
400604.0,1,48,33379.0,4,4,4
400605.0,1,78,48646.0,4,4,4
400606.0,3,93,67377.0,4,4,4
400607.0,2,266,184218.0,4,4,4
400608.0,8,44,28993.0,3,4,4
400610.0,1,127,79051.0,4,4,4
400612.0,1,25,18488.0,4,4,4
400614.0,1,59,38007.0,4,4,4
400615.0,1,160,111176.0,4,4,4
400701.0,7,78,54108.0,3,4,4
400702.0,8,28,21331.0,3,4,4
400703.0,2,104,69348.0,4,4,4
400704.0,65,2,1419.0,1,2,2
400705.0,2,84,60742.0,4,4,4
400706.0,1,174,116350.0,4,4,4
400707.0,60,2,1118.0,1,2,2
400708.0,1,107,77522.0,4,4,4
400709.0,2,90,59175.0,4,4,4
400710.0,13,8,5031.0,3,3,3
401101.0,2,48,30834.0,4,4,4
401102.0,6,1,376.0,4,1,1
401103.0,21,9,5587.0,2,4,3
401104.0,43,2,975.0,2,2,2
401105.0,2,96,63654.0,4,4,4
401106.0,43,3,2347.0,2,3,3
401107.0,1,404,279120.0,4,4,4
401201.0,1,43,34011.0,4,4,4
401202.0,4,77,50114.0,4,4,4
401203.0,1,51,29396.0,4,4,4
401205.0,56,2,1717.0,1,2,2
401207.0,8,14,8622.0,3,4,4
401208.0,2,73,47281.0,4,4,4
401209.0,1,59,37983.0,4,4,4
401210.0,14,3,1858.0,3,3,2
401301.0,4,9,5118.0,4,4,3
401302.0,42,2,1596.0,2,2,2
401303.0,3,100,61466.0,4,4,4
401304.0,50,1,721.0,2,1,1
401305.0,3,25,15689.0,4,4,4
401401.0,27,1,399.0,2,1,1
401404.0,7,14,10061.0,3,4,4
401501.0,5,21,14456.0,4,4,4
401503.0,49,1,545.0,2,1,1
401504.0,4,12,7028.0,4,4,4
401506.0,21,2,1053.0,2,2,2
401601.0,1,3,1811.0,4,3,2
401602.0,16,8,5541.0,3,3,3
401603.0,39,1,459.0,2,1,1
401605.0,17,1,786.0,3,1,1
401606.0,13,5,3528.0,3,3,3
401608.0,49,1,1186.0,2,1,2
401701.0,22,2,1367.0,2,2,2
402103.0,3,1,387.0,4,1,1
402104.0,32,8,6494.0,2,3,4
402105.0,30,1,999.0,2,1,2
402106.0,9,3,2298.0,3,3,3
402107.0,1,11,7932.0,4,4,4
402108.0,29,1,659.0,2,1,1
402109.0,13,14,5848.0,3,4,3
402110.0,1,2,1418.0,4,2,2
402111.0,75,2,3465.0,1,2,3
402112.0,31,1,333.0,2,1,1
402115.0,75,1,432.0,1,1,1
402116.0,34,2,732.0,2,2,1
402117.0,46,2,1161.0,2,2,2
402120.0,28,1,999.0,2,1,2
402125.0,81,1,474.0,1,1,1
402126.0,76,2,868.0,1,2,2
402201.0,16,12,7346.0,3,4,4
402202.0,20,4,3103.0,3,3,3
402203.0,27,2,646.0,2,2,1
402204.0,76,1,517.0,1,1,1
402209.0,49,1,459.0,2,1,1
402301.0,3,10,7792.0,4,4,4
402305.0,6,1,635.0,4,1,1
402309.0,83,1,283.0,1,1,1
402401.0,52,3,1388.0,1,3,2
402403.0,10,2,2015.0,3,2,3
403001.0,2,54,34631.0,4,4,4
403002.0,8,39,23563.0,3,4,4
403003.0,52,1,599.0,1,1,1
403004.0,2,10,6189.0,4,4,4
403005.0,4,18,12594.0,4,4,4
403006.0,3,17,10372.0,4,4,4
403101.0,9,3,2025.0,3,3,3
403102.0,21,2,1851.0,2,2,2
403103.0,2,4,2004.0,4,3,3
403104.0,32,6,4425.0,2,3,3
403107.0,12,11,5123.0,3,4,3
403108.0,52,1,591.0,1,1,1
403109.0,2,1,301.0,4,1,1
403110.0,18,8,5413.0,3,3,3
403114.0,28,8,5181.0,2,3,3
403115.0,38,2,1330.0,2,2,2
403201.0,14,2,1281.0,3,2,2
403202.0,11,10,6590.0,3,4,4
403204.0,69,1,759.0,1,1,1
403206.0,60,7,4142.0,1,3,3
403401.0,4,36,20889.0,4,4,4
403402.0,2,9,5569.0,4,4,3
403403.0,50,1,1186.0,2,1,2
403404.0,5,1,301.0,4,1,1
403406.0,18,5,4546.0,3,3,3
403410.0,64,2,1465.0,1,2,2
403501.0,2,18,10727.0,4,4,4
403502.0,3,13,7930.0,4,4,4
403503.0,12,5,3294.0,3,3,3
403504.0,9,14,8738.0,3,4,4
403505.0,8,10,7104.0,3,4,4
403506.0,2,8,4486.0,4,3,3
403507.0,4,58,35924.0,4,4,4
403508.0,8,12,8318.0,3,4,4
403509.0,13,7,5199.0,3,3,3
403510.0,1,9,5450.0,4,4,3
403511.0,65,7,4369.0,1,3,3
403512.0,13,12,7588.0,3,4,4
403513.0,4,20,15894.0,4,4,4
403515.0,9,9,4765.0,3,4,3
403516.0,1,25,18013.0,4,4,4
403517.0,17,13,6988.0,3,4,4
403521.0,3,46,32331.0,4,4,4
403523.0,64,3,1571.0,1,3,2
403524.0,60,2,998.0,1,2,2
403526.0,17,1,544.0,3,1,1
403527.0,83,1,442.0,1,1,1
403529.0,45,2,788.0,2,2,1
403530.0,70,2,1238.0,1,2,2
403601.0,1,58,33512.0,4,4,4
403602.0,7,39,23301.0,3,4,4
403604.0,64,8,5202.0,1,3,3
403702.0,4,14,9885.0,4,4,4
403703.0,3,18,10029.0,4,4,4
403704.0,14,5,2243.0,3,3,3
403705.0,9,16,11980.0,3,4,4
403706.0,12,22,14998.0,3,4,4
403707.0,2,22,12773.0,4,4,4
403708.0,13,6,4103.0,3,3,3
403709.0,8,16,8320.0,3,4,4
403710.0,36,5,2731.0,2,3,3
403711.0,7,12,8329.0,3,4,4
403712.0,18,6,4022.0,3,3,3
403713.0,6,14,8989.0,4,4,4
403714.0,55,2,743.0,1,2,1
403715.0,13,9,5771.0,3,4,3
403716.0,11,11,5293.0,3,4,3
403717.0,2,5,3383.0,4,3,3
403718.0,32,1,741.0,2,1,1
403720.0,23,12,6193.0,2,4,4
403721.0,8,6,3529.0,3,3,3
403722.0,4,14,8904.0,4,4,4
403723.0,29,5,3944.0,2,3,3
403724.0,44,2,1009.0,2,2,2
403725.0,28,6,3215.0,2,3,3
403726.0,4,22,15528.0,4,4,4
403801.0,10,17,13312.0,3,4,4
403802.0,4,40,25855.0,4,4,4
403803.0,64,1,788.0,1,1,1
403804.0,3,6,3618.0,4,3,3
403806.0,75,1,995.0,1,1,2
410101.0,15,3,1790.0,3,3,2
410201.0,3,10,8739.0,4,4,4
410202.0,54,1,471.0,1,1,1
410203.0,1,17,10794.0,4,4,4
410205.0,27,2,1884.0,2,2,2
410206.0,1,278,182736.0,4,4,4
410207.0,19,2,1067.0,3,2,2
410208.0,2,28,16462.0,4,4,4
410209.0,7,69,49682.0,3,4,4
410210.0,2,199,137182.0,4,4,4
410217.0,47,1,371.0,2,1,1
410218.0,6,38,28423.0,4,4,4
410220.0,61,1,1523.0,1,1,2
410221.0,8,8,7509.0,3,3,4
410222.0,4,7,4900.0,4,3,3
410302.0,17,1,671.0,3,1,1
410401.0,1,18,9423.0,4,4,4
410402.0,16,4,2781.0,3,3,3
410405.0,1,4,1848.0,4,3,2
410501.0,11,13,7605.0,3,4,4
410502.0,30,3,1796.0,2,3,2
410503.0,37,3,3033.0,2,3,3
410504.0,2,11,7381.0,4,4,4
410505.0,2,4,2530.0,4,3,3
410506.0,7,22,20916.0,3,4,4
410507.0,2,25,17519.0,4,4,4
410516.0,32,1,666.0,2,1,1
411001.0,4,91,67166.0,4,4,4
411002.0,10,29,21152.0,3,4,4
411003.0,7,22,17259.0,3,4,4
411004.0,7,40,26561.0,3,4,4
411005.0,5,17,11674.0,4,4,4
411006.0,6,90,62290.0,4,4,4
411007.0,2,59,43173.0,4,4,4
411008.0,1,26,16699.0,4,4,4
411009.0,5,27,18709.0,4,4,4
411011.0,4,20,13585.0,4,4,4
411012.0,4,11,8691.0,4,4,4
411013.0,4,51,36193.0,4,4,4
411014.0,2,299,217673.0,4,4,4
411015.0,2,171,118227.0,4,4,4
411016.0,3,52,35997.0,4,4,4
411017.0,3,79,51051.0,4,4,4
411018.0,1,53,33924.0,4,4,4
411019.0,5,55,38027.0,4,4,4
411020.0,1,30,22256.0,4,4,4
411021.0,3,199,149921.0,4,4,4
411022.0,15,8,4792.0,3,3,3
411023.0,1,36,23876.0,4,4,4
411024.0,17,9,6000.0,3,4,3
411025.0,17,4,3426.0,3,3,3
411026.0,8,12,8105.0,3,4,4
411027.0,1,174,116410.0,4,4,4
411028.0,2,223,153993.0,4,4,4
411029.0,6,6,3855.0,4,3,3
411030.0,1,59,40357.0,4,4,4
411031.0,18,10,7764.0,3,4,4
411032.0,10,22,17661.0,3,4,4
411033.0,1,179,116205.0,4,4,4
411034.0,3,8,6441.0,4,3,4
411035.0,2,28,16018.0,4,4,4
411036.0,2,81,50401.0,4,4,4
411037.0,4,76,52917.0,4,4,4
411038.0,1,192,140998.0,4,4,4
411039.0,4,23,14587.0,4,4,4
411040.0,3,61,39180.0,4,4,4
411041.0,2,144,91835.0,4,4,4
411042.0,5,19,12056.0,4,4,4
411043.0,2,33,25037.0,4,4,4
411044.0,1,49,28457.0,4,4,4
411045.0,2,197,137566.0,4,4,4
411046.0,3,109,72386.0,4,4,4
411047.0,2,80,60363.0,4,4,4
411048.0,2,132,91264.0,4,4,4
411051.0,5,38,23319.0,4,4,4
411052.0,2,51,35918.0,4,4,4
411053.0,28,2,1451.0,2,2,2
411057.0,1,357,250783.0,4,4,4
411058.0,2,63,42039.0,4,4,4
411060.0,7,88,58099.0,3,4,4
411061.0,7,40,28479.0,3,4,4
411062.0,6,26,15170.0,4,4,4
411067.0,60,1,478.0,1,1,1
412101.0,2,101,66551.0,4,4,4
412105.0,4,96,61607.0,4,4,4
412106.0,4,7,5168.0,4,3,3
412109.0,28,3,2935.0,2,3,3
412110.0,15,1,763.0,3,1,1
412112.0,70,1,339.0,1,1,1
412114.0,7,21,17906.0,3,4,4
412115.0,8,28,17322.0,3,4,4
412201.0,43,5,2943.0,2,3,3
412202.0,15,5,2054.0,3,3,3
412203.0,41,1,1284.0,2,1,2
412205.0,11,1,735.0,3,1,1
412206.0,80,1,399.0,1,1,1
412207.0,2,175,129504.0,4,4,4
412208.0,25,8,4760.0,2,3,3
412210.0,5,12,6602.0,4,4,4
412211.0,32,2,853.0,2,2,2
412213.0,73,1,352.0,1,1,1
412216.0,32,2,1542.0,2,2,2
412219.0,80,1,568.0,1,1,1
412301.0,10,9,7414.0,3,4,4
412306.0,34,3,2313.0,2,3,3
412307.0,3,53,36274.0,4,4,4
412308.0,3,66,42578.0,4,4,4
412405.0,69,1,744.0,1,1,1
412406.0,6,5,1661.0,4,3,2
412408.0,17,2,1216.0,3,2,2
412409.0,8,10,5249.0,3,4,3
412411.0,36,4,2720.0,2,3,3
412412.0,54,2,1884.0,1,2,2
412801.0,30,2,1312.0,2,2,2
412802.0,32,1,635.0,2,1,1
412803.0,58,2,1147.0,1,2,2
412805.0,17,3,1664.0,3,3,2
412806.0,30,3,2468.0,2,3,3
413001.0,17,11,11128.0,3,4,4
413002.0,3,12,17269.0,4,4,4
413003.0,1,9,6942.0,4,4,4
413004.0,19,15,12660.0,3,4,4
413005.0,19,6,3150.0,3,3,3
413006.0,11,8,4999.0,3,3,3
413007.0,35,1,605.0,2,1,1
413008.0,20,1,926.0,3,1,2
413102.0,5,17,10583.0,4,4,4
413106.0,47,4,3462.0,2,3,3
413107.0,20,1,599.0,3,1,1
413108.0,14,2,1753.0,3,2,2
413109.0,44,1,459.0,2,1,1
413115.0,76,1,759.0,1,1,1
413132.0,13,1,786.0,3,1,1
413133.0,24,2,1350.0,2,2,2
413202.0,57,1,1238.0,1,1,2
413208.0,54,1,435.0,1,1,1
413214.0,73,1,744.0,1,1,1
413216.0,43,1,819.0,2,1,1
413219.0,79,1,1126.0,1,1,2
413228.0,83,1,1112.0,1,1,2
413249.0,12,2,1623.0,3,2,2
413255.0,73,1,696.0,1,1,1
413301.0,59,1,1257.0,1,1,2
413302.0,55,1,597.0,1,1,1
413304.0,5,14,11339.0,4,4,4
413305.0,4,4,3752.0,4,3,3
413309.0,71,1,419.0,1,1,1
413401.0,49,4,2962.0,2,3,3
413411.0,39,1,665.0,2,1,1
413501.0,2,18,13388.0,4,4,4
413502.0,76,1,1388.0,1,1,2
413512.0,3,33,21447.0,4,4,4
413514.0,36,4,2099.0,2,3,3
413517.0,8,5,3038.0,3,3,3
413520.0,81,1,788.0,1,1,1
413521.0,57,2,1778.0,1,2,2
413523.0,31,1,648.0,2,1,1
413531.0,70,6,4031.0,1,3,3
413601.0,13,4,2883.0,3,3,3
413605.0,71,1,471.0,1,1,1
413606.0,80,1,845.0,1,1,2
413701.0,58,3,1363.0,1,3,2
413705.0,3,3,2177.0,4,3,3
413706.0,11,1,735.0,3,1,1
413709.0,9,9,6452.0,3,4,4
413710.0,12,2,1886.0,3,2,2
413712.0,1,1,537.0,4,1,1
413713.0,58,2,1105.0,1,2,2
413725.0,67,1,435.0,1,1,1
413736.0,5,4,2988.0,4,3,3
413801.0,41,5,4060.0,2,3,3
414001.0,3,20,13140.0,4,4,4
414002.0,2,4,2234.0,4,3,3
414003.0,2,27,21584.0,4,4,4
414005.0,36,2,1379.0,2,2,2
414006.0,28,3,1521.0,2,3,2
414102.0,31,1,999.0,2,1,2
414106.0,77,1,471.0,1,1,1
414111.0,52,5,2733.0,1,3,3
414202.0,54,4,1494.0,1,3,2
414204.0,69,1,399.0,1,1,1
414301.0,70,1,597.0,1,1,1
414302.0,38,3,1549.0,2,3,2
414501.0,24,2,1459.0,2,2,2
414502.0,23,9,6762.0,2,4,4
414601.0,25,1,376.0,2,1,1
414603.0,80,2,1613.0,1,2,2
414605.0,73,1,329.0,1,1,1
414607.0,83,1,1338.0,1,1,2
414609.0,3,1,387.0,4,1,1
415001.0,5,21,13831.0,4,4,4
415002.0,1,22,19911.0,4,4,4
415003.0,10,5,2775.0,3,3,3
415004.0,22,3,1641.0,2,3,2
415012.0,12,3,1984.0,3,3,3
415015.0,32,1,599.0,2,1,1
415105.0,86,1,747.0,1,1,1
415107.0,31,1,1349.0,2,1,2
415109.0,87,1,999.0,1,1,2
415110.0,21,16,11606.0,2,4,4
415114.0,52,2,2096.0,1,2,3
415116.0,46,1,373.0,2,1,1
415124.0,38,3,1446.0,2,3,2
415203.0,76,1,666.0,1,1,1
415205.0,70,1,399.0,1,1,1
415206.0,83,1,788.0,1,1,1
415301.0,2,2,1535.0,4,2,2
415304.0,11,2,1660.0,3,2,2
415307.0,71,1,544.0,1,1,1
415311.0,7,2,740.0,3,2,1
415408.0,47,2,1397.0,2,2,2
415409.0,10,6,4292.0,3,3,3
415412.0,13,1,1163.0,3,1,2
415505.0,77,1,399.0,1,1,1
415506.0,36,2,781.0,2,2,1
415508.0,1,3,2444.0,4,3,3
415513.0,74,2,798.0,1,2,1
415519.0,48,1,435.0,2,1,1
415521.0,90,1,1154.0,1,1,2
415523.0,20,5,3171.0,3,3,3
415539.0,63,1,684.0,1,1,1
415602.0,72,1,459.0,1,1,1
415604.0,2,1,1156.0,4,1,2
415605.0,3,12,8364.0,4,4,4
415612.0,1,24,16493.0,4,4,4
415615.0,45,1,315.0,2,1,1
415621.0,65,1,399.0,1,1,1
415629.0,21,1,292.0,2,1,1
415634.0,39,2,1686.0,2,2,2
415639.0,12,3,1267.0,3,3,2
415709.0,17,4,2271.0,3,3,3
415712.0,16,12,6599.0,3,4,4
415722.0,67,1,1112.0,1,1,2
415804.0,56,2,917.0,1,2,2
416001.0,26,9,5688.0,2,4,3
416002.0,81,1,291.0,1,1,1
416003.0,5,25,18361.0,4,4,4
416004.0,16,3,2262.0,3,3,3
416005.0,11,7,4599.0,3,3,3
416006.0,3,3,2231.0,4,3,3
416007.0,40,7,4208.0,2,3,3
416008.0,2,19,12582.0,4,4,4
416010.0,77,1,311.0,1,1,1
416011.0,48,1,301.0,2,1,1
416012.0,10,20,12732.0,3,4,4
416013.0,18,6,4813.0,3,3,3
416101.0,43,3,2153.0,2,3,3
416103.0,13,1,799.0,3,1,1
416104.0,72,1,449.0,1,1,1
416106.0,73,1,1238.0,1,1,2
416109.0,36,1,469.0,2,1,1
416112.0,40,1,425.0,2,1,1
416114.0,11,2,1634.0,3,2,2
416115.0,8,19,13126.0,3,4,4
416116.0,69,1,563.0,1,1,1
416118.0,33,4,2398.0,2,3,3
416119.0,22,2,1945.0,2,2,3
416121.0,33,2,1019.0,2,2,2
416122.0,47,2,1467.0,2,2,2
416207.0,66,1,833.0,1,1,2
416210.0,57,1,399.0,1,1,1
416213.0,70,1,471.0,1,1,1
416216.0,50,3,1667.0,2,3,2
416223.0,28,1,735.0,2,1,1
416234.0,66,1,1112.0,1,1,2
416235.0,1,2,747.0,4,2,1
416301.0,86,2,1396.0,1,2,2
416310.0,55,1,597.0,1,1,1
416402.0,30,1,423.0,2,1,1
416403.0,59,1,499.0,1,1,1
416404.0,14,1,517.0,3,1,1
416408.0,6,4,3100.0,4,3,3
416410.0,4,22,14366.0,4,4,4
416414.0,21,4,2618.0,2,3,3
416415.0,6,4,2412.0,4,3,3
416416.0,9,30,25286.0,3,4,4
416425.0,86,1,1270.0,1,1,2
416436.0,18,3,1769.0,3,3,2
416502.0,13,5,2728.0,3,3,3
416505.0,70,1,357.0,1,1,1
416509.0,2,2,2150.0,4,2,3
416510.0,6,10,6467.0,4,4,4
416511.0,45,2,1084.0,2,2,2
416514.0,4,1,376.0,4,1,1
416516.0,44,5,3528.0,2,3,3
416517.0,80,1,419.0,1,1,1
416519.0,48,1,653.0,2,1,1
416520.0,12,8,4494.0,3,3,3
416522.0,82,1,950.0,1,1,2
416526.0,47,1,832.0,2,1,2
416529.0,39,2,1232.0,2,2,2
416601.0,27,2,2445.0,2,2,3
416602.0,21,4,1643.0,2,3,2
416606.0,9,3,2788.0,3,3,3
416609.0,52,1,1089.0,1,1,2
416613.0,36,1,435.0,2,1,1
416701.0,44,1,1349.0,2,1,2
416702.0,9,6,4667.0,3,3,3
416801.0,75,1,299.0,1,1,1
416804.0,26,1,635.0,2,1,1
416810.0,36,2,1089.0,2,2,2
416811.0,70,1,399.0,1,1,1
421001.0,2,13,8251.0,4,4,4
421002.0,23,10,5005.0,2,4,3
421003.0,3,22,12558.0,4,4,4
421004.0,1,31,19348.0,4,4,4
421005.0,17,4,1807.0,3,3,2
421101.0,3,2,1939.0,4,2,3
421102.0,53,4,2323.0,1,3,3
421103.0,19,6,4505.0,3,3,3
421201.0,1,190,123759.0,4,4,4
421202.0,2,109,70087.0,4,4,4
421203.0,7,27,16171.0,3,4,4
421204.0,1,155,110538.0,4,4,4
421301.0,1,215,145297.0,4,4,4
421302.0,2,71,53357.0,4,4,4
421303.0,3,9,7570.0,4,4,4
421305.0,69,1,1299.0,1,1,2
421306.0,7,97,62802.0,3,4,4
421308.0,24,2,1888.0,2,2,2
421311.0,51,8,4065.0,2,3,3
421312.0,27,3,2280.0,2,3,3
421401.0,55,4,2878.0,1,3,3
421501.0,1,81,55489.0,4,4,4
421502.0,13,8,7377.0,3,3,4
421503.0,1,86,61743.0,4,4,4
421504.0,16,5,3185.0,3,3,3
421505.0,8,13,7484.0,3,4,4
421506.0,17,5,3179.0,3,3,3
421601.0,3,21,15196.0,4,4,4
421604.0,3,1,788.0,4,1,1
421605.0,14,10,7975.0,3,4,4
422001.0,2,14,10523.0,4,4,4
422002.0,5,22,15094.0,4,4,4
422003.0,17,34,24071.0,3,4,4
422004.0,9,12,15454.0,3,4,4
422005.0,4,21,11627.0,4,4,4
422006.0,3,16,10559.0,4,4,4
422007.0,4,9,5222.0,4,4,3
422008.0,22,13,5997.0,2,4,3
422009.0,1,46,34970.0,4,4,4
422010.0,3,23,13513.0,4,4,4
422011.0,6,10,8241.0,4,4,4
422012.0,40,4,3009.0,2,3,3
422013.0,2,45,30080.0,4,4,4
422101.0,3,42,33411.0,4,4,4
422103.0,32,3,1540.0,2,3,2
422112.0,35,1,1063.0,2,1,2
422202.0,71,1,311.0,1,1,1
422203.0,19,1,1297.0,3,1,2
422206.0,9,7,4213.0,3,3,3
422207.0,21,9,6206.0,2,4,4
422208.0,86,1,747.0,1,1,1
422211.0,43,1,523.0,2,1,1
422212.0,74,1,399.0,1,1,1
422213.0,52,1,382.0,1,1,1
422214.0,17,4,2684.0,3,3,3
422222.0,33,1,824.0,2,1,2
422306.0,79,2,2084.0,1,2,3
422401.0,3,9,5587.0,4,4,3
422403.0,45,5,4130.0,2,3,3
422601.0,84,2,1828.0,1,2,2
422604.0,83,1,399.0,1,1,1
422605.0,19,10,8137.0,3,4,4
422608.0,67,1,487.0,1,1,1
422622.0,31,1,1523.0,2,1,2
423101.0,79,2,857.0,1,2,2
423102.0,48,1,1349.0,2,1,2
423104.0,24,5,2323.0,2,3,3
423105.0,31,2,1187.0,2,2,2
423106.0,18,1,435.0,3,1,1
423107.0,5,4,1369.0,4,3,2
423109.0,11,6,4732.0,3,3,3
423203.0,20,4,3331.0,3,3,3
423208.0,50,1,399.0,2,1,1
423301.0,52,1,999.0,1,1,2
423401.0,2,4,2760.0,4,3,3
423501.0,68,1,744.0,1,1,1
423601.0,14,3,3758.0,3,3,3
423701.0,72,4,3406.0,1,3,3
423702.0,64,1,459.0,1,1,1
424001.0,4,9,6734.0,4,4,4
424002.0,29,8,4527.0,2,3,3
424005.0,72,2,1262.0,1,2,2
424006.0,60,2,798.0,1,2,1
424101.0,4,5,3115.0,4,3,3
424201.0,19,4,2306.0,3,3,3
424206.0,67,1,495.0,1,1,1
424306.0,82,1,525.0,1,1,1
425001.0,9,34,24925.0,3,4,4
425002.0,16,8,5864.0,3,3,3
425003.0,50,3,2706.0,2,3,3
425105.0,55,1,603.0,1,1,1
425107.0,54,4,2713.0,1,3,3
425111.0,48,1,1068.0,2,1,2
425201.0,7,13,8430.0,3,4,4
425203.0,19,3,1758.0,3,3,2
425302.0,26,1,376.0,2,1,1
