CustomerID,Recency,Frequency,Monetary
390020.0,2,25,14064.0
390021.0,5,50,38804.0
390022.0,8,31,18072.0
390023.0,2,28,23066.0
390024.0,2,17,12242.0
390025.0,12,13,12095.0
391101.0,8,8,5995.0
391107.0,74,1,788.0
391110.0,44,3,3493.0
391135.0,19,1,1163.0
391150.0,9,3,4326.0
391155.0,82,1,562.0
391165.0,51,2,1359.0
391210.0,51,1,811.0
391240.0,51,2,1619.0
391243.0,10,1,1088.0
391250.0,9,1,1163.0
391310.0,18,2,2044.0
391320.0,70,5,4567.0
391330.0,22,5,2748.0
391340.0,70,1,442.0
391345.0,20,4,2711.0
391350.0,20,6,4141.0
391410.0,16,20,12492.0
391445.0,64,1,517.0
391740.0,18,10,7533.0
391760.0,24,3,2425.0
391770.0,13,1,301.0
391780.0,85,2,1306.0
392001.0,6,34,24020.0
392011.0,8,8,6241.0
392012.0,11,4,2254.0
392015.0,34,9,7470.0
392020.0,61,5,3381.0
392130.0,9,3,1773.0
392140.0,55,2,1407.0
393001.0,12,12,9294.0
393002.0,21,11,8124.0
393010.0,34,3,2539.0
393041.0,66,1,517.0
393110.0,85,2,1968.0
393120.0,10,2,593.0
393130.0,62,1,599.0
393145.0,2,2,779.0
393151.0,59,1,428.0
394101.0,4,10,6590.0
394105.0,23,4,2735.0
394107.0,2,9,8608.0
394110.0,89,1,449.0
394115.0,74,2,1034.0
394120.0,13,7,5224.0
394150.0,21,6,3858.0
394155.0,66,1,967.0
394160.0,63,1,1204.0
394185.0,17,5,2791.0
394210.0,5,12,8205.0
394221.0,2,4,2624.0
394230.0,23,6,4903.0
394240.0,90,1,379.0
394270.0,1,3,1483.0
394305.0,3,5,3971.0
394310.0,6,1,721.0
394315.0,56,1,487.0
394326.0,68,1,599.0
394327.0,41,5,3392.0
394330.0,75,1,563.0
394350.0,35,2,1287.0
394355.0,3,2,936.0
394405.0,85,1,399.0
394430.0,14,1,1072.0
394440.0,71,1,612.0
394445.0,90,1,481.0
394510.0,9,13,11411.0
394515.0,81,1,359.0
394516.0,66,1,597.0
394518.0,64,2,1661.0
394540.0,58,1,597.0
394601.0,2,12,6093.0
394635.0,48,1,999.0
394641.0,64,1,499.0
394650.0,2,10,9205.0
394651.0,75,2,960.0
394660.0,2,2,1308.0
394670.0,33,1,788.0
394716.0,68,1,487.0
394730.0,35,1,775.0
395001.0,25,21,16825.0
395002.0,25,11,8723.0
395003.0,2,16,10341.0
395004.0,1,15,11030.0
395005.0,18,11,6670.0
395006.0,22,7,4375.0
395007.0,2,94,64230.0
395008.0,17,4,2916.0
395009.0,4,73,50470.0
395010.0,6,13,10418.0
395013.0,64,1,549.0
395017.0,9,21,14832.0
395023.0,4,4,2664.0
396001.0,8,19,17524.0
396002.0,80,1,364.0
396007.0,33,3,2430.0
396020.0,31,2,2572.0
396030.0,52,1,1088.0
396045.0,51,1,582.0
396050.0,12,2,2074.0
396105.0,47,2,942.0
396125.0,1,8,5688.0
396135.0,23,1,499.0
396150.0,38,1,471.0
396155.0,13,3,2488.0
396165.0,6,1,595.0
396170.0,9,4,2064.0
396171.0,67,2,1042.0
396191.0,3,37,29533.0
396195.0,1,21,14778.0
396210.0,14,10,7598.0
396220.0,14,6,3257.0
396230.0,4,22,17062.0
396240.0,60,2,2777.0
396310.0,3,1,457.0
396321.0,11,10,7337.0
396325.0,63,1,399.0
396375.0,77,2,942.0
396380.0,23,1,518.0
396424.0,51,1,666.0
396427.0,9,1,441.0
396430.0,23,1,1249.0
396445.0,12,37,23454.0
396450.0,15,6,3503.0
396469.0,90,1,379.0
396521.0,14,4,2608.0
396560.0,43,2,1634.0
396580.0,7,4,2009.0
396590.0,65,4,1774.0
400001.0,3,30,21262.0
400002.0,4,33,21559.0
400003.0,11,13,8009.0
400004.0,6,26,16503.0
400005.0,2,49,35177.0
400006.0,1,33,26297.0
400007.0,3,39,26020.0
400008.0,1,43,26504.0
400009.0,7,19,11059.0
400010.0,2,39,25803.0
400011.0,3,35,24942.0
400012.0,4,90,66582.0
400013.0,2,53,37347.0
400014.0,2,36,22310.0
400015.0,14,18,11288.0
400016.0,4,73,48796.0
400017.0,15,23,16410.0
400018.0,5,51,32932.0
400019.0,10,37,22242.0
400020.0,11,11,7195.0
400021.0,3,15,10961.0
400022.0,1,95,59445.0
400023.0,11,11,6430.0
400024.0,2,25,16310.0
400025.0,3,45,25641.0
400026.0,7,42,31519.0
400027.0,3,12,6808.0
400028.0,2,66,49036.0
400029.0,2,16,9491.0
400030.0,3,28,17035.0
400031.0,5,19,16176.0
400033.0,2,23,15678.0
400034.0,7,30,15308.0
400035.0,48,2,1316.0
400036.0,14,7,3947.0
400037.0,1,82,59142.0
400042.0,3,72,47675.0
400043.0,11,55,38147.0
400047.0,83,1,517.0
400049.0,1,52,38339.0
400050.0,2,117,78841.0
400051.0,4,94,56862.0
400052.0,3,50,34389.0
400053.0,1,225,160895.0
400054.0,1,43,31910.0
400055.0,3,57,41043.0
400056.0,2,35,21464.0
400057.0,3,63,44296.0
400058.0,2,79,57186.0
400059.0,2,157,110547.0
400060.0,1,70,46514.0
400061.0,4,46,38126.0
400062.0,9,31,23565.0
400063.0,4,149,107681.0
400064.0,3,184,129439.0
400065.0,4,50,30534.0
400066.0,1,121,89742.0
400067.0,1,241,170416.0
400068.0,1,155,100943.0
400069.0,5,58,44494.0
400070.0,7,48,38718.0
400071.0,1,133,100857.0
400072.0,1,156,115992.0
400074.0,2,71,45288.0
400075.0,1,39,22947.0
400076.0,1,104,69245.0
400077.0,2,49,34169.0
400078.0,1,185,136006.0
400079.0,1,41,27486.0
400080.0,3,139,96429.0
400081.0,1,103,73155.0
400082.0,4,22,14100.0
400083.0,4,56,35431.0
400084.0,6,23,18937.0
400085.0,78,1,399.0
400086.0,4,69,51581.0
400087.0,5,4,2846.0
400088.0,6,49,31751.0
400089.0,8,55,38407.0
400090.0,11,5,2400.0
400091.0,2,70,48566.0
400092.0,1,127,87836.0
400093.0,1,165,101164.0
400094.0,1,58,38263.0
400095.0,1,84,64020.0
400097.0,1,124,87127.0
400098.0,4,38,29566.0
400099.0,5,37,26787.0
400101.0,1,259,183260.0
400102.0,3,50,33312.0
400103.0,2,69,55118.0
400104.0,1,121,80791.0
400601.0,1,170,110673.0
400602.0,7,47,36654.0
400603.0,1,39,27302.0
400604.0,1,48,33379.0
400605.0,1,78,48646.0
400606.0,3,93,67377.0
400607.0,2,266,184218.0
400608.0,8,44,28993.0
400610.0,1,127,79051.0
400612.0,1,25,18488.0
400614.0,1,59,38007.0
400615.0,1,160,111176.0
400701.0,7,78,54108.0
400702.0,8,28,21331.0
400703.0,2,104,69348.0
400704.0,65,2,1419.0
400705.0,2,84,60742.0
400706.0,1,174,116350.0
400707.0,60,2,1118.0
400708.0,1,107,77522.0
400709.0,2,90,59175.0
400710.0,13,8,5031.0
401101.0,2,48,30834.0
401102.0,6,1,376.0
401103.0,21,9,5587.0
401104.0,43,2,975.0
401105.0,2,96,63654.0
401106.0,43,3,2347.0
401107.0,1,404,279120.0
401201.0,1,43,34011.0
401202.0,4,77,50114.0
401203.0,1,51,29396.0
401205.0,56,2,1717.0
401207.0,8,14,8622.0
401208.0,2,73,47281.0
401209.0,1,59,37983.0
401210.0,14,3,1858.0
401301.0,4,9,5118.0
401302.0,42,2,1596.0
401303.0,3,100,61466.0
401304.0,50,1,721.0
401305.0,3,25,15689.0
401401.0,27,1,399.0
401404.0,7,14,10061.0
401501.0,5,21,14456.0
401503.0,49,1,545.0
401504.0,4,12,7028.0
401506.0,21,2,1053.0
401601.0,1,3,1811.0
401602.0,16,8,5541.0
401603.0,39,1,459.0
401605.0,17,1,786.0
401606.0,13,5,3528.0
401608.0,49,1,1186.0
401701.0,22,2,1367.0
402103.0,3,1,387.0
402104.0,32,8,6494.0
402105.0,30,1,999.0
402106.0,9,3,2298.0
402107.0,1,11,7932.0
402108.0,29,1,659.0
402109.0,13,14,5848.0
402110.0,1,2,1418.0
402111.0,75,2,3465.0
402112.0,31,1,333.0
402115.0,75,1,432.0
402116.0,34,2,732.0
402117.0,46,2,1161.0
402120.0,28,1,999.0
402125.0,81,1,474.0
402126.0,76,2,868.0
402201.0,16,12,7346.0
402202.0,20,4,3103.0
402203.0,27,2,646.0
402204.0,76,1,517.0
402209.0,49,1,459.0
402301.0,3,10,7792.0
402305.0,6,1,635.0
402309.0,83,1,283.0
402401.0,52,3,1388.0
402403.0,10,2,2015.0
403001.0,2,54,34631.0
403002.0,8,39,23563.0
403003.0,52,1,599.0
403004.0,2,10,6189.0
403005.0,4,18,12594.0
403006.0,3,17,10372.0
403101.0,9,3,2025.0
403102.0,21,2,1851.0
403103.0,2,4,2004.0
403104.0,32,6,4425.0
403107.0,12,11,5123.0
403108.0,52,1,591.0
403109.0,2,1,301.0
403110.0,18,8,5413.0
403114.0,28,8,5181.0
403115.0,38,2,1330.0
403201.0,14,2,1281.0
403202.0,11,10,6590.0
403204.0,69,1,759.0
403206.0,60,7,4142.0
403401.0,4,36,20889.0
403402.0,2,9,5569.0
403403.0,50,1,1186.0
403404.0,5,1,301.0
403406.0,18,5,4546.0
403410.0,64,2,1465.0
403501.0,2,18,10727.0
403502.0,3,13,7930.0
403503.0,12,5,3294.0
403504.0,9,14,8738.0
403505.0,8,10,7104.0
403506.0,2,8,4486.0
403507.0,4,58,35924.0
403508.0,8,12,8318.0
403509.0,13,7,5199.0
403510.0,1,9,5450.0
403511.0,65,7,4369.0
403512.0,13,12,7588.0
403513.0,4,20,15894.0
403515.0,9,9,4765.0
403516.0,1,25,18013.0
403517.0,17,13,6988.0
403521.0,3,46,32331.0
403523.0,64,3,1571.0
403524.0,60,2,998.0
403526.0,17,1,544.0
403527.0,83,1,442.0
403529.0,45,2,788.0
403530.0,70,2,1238.0
403601.0,1,58,33512.0
403602.0,7,39,23301.0
403604.0,64,8,5202.0
403702.0,4,14,9885.0
403703.0,3,18,10029.0
403704.0,14,5,2243.0
403705.0,9,16,11980.0
403706.0,12,22,14998.0
403707.0,2,22,12773.0
403708.0,13,6,4103.0
403709.0,8,16,8320.0
403710.0,36,5,2731.0
403711.0,7,12,8329.0
403712.0,18,6,4022.0
403713.0,6,14,8989.0
403714.0,55,2,743.0
403715.0,13,9,5771.0
403716.0,11,11,5293.0
403717.0,2,5,3383.0
403718.0,32,1,741.0
403720.0,23,12,6193.0
403721.0,8,6,3529.0
403722.0,4,14,8904.0
403723.0,29,5,3944.0
403724.0,44,2,1009.0
403725.0,28,6,3215.0
403726.0,4,22,15528.0
403801.0,10,17,13312.0
403802.0,4,40,25855.0
403803.0,64,1,788.0
403804.0,3,6,3618.0
403806.0,75,1,995.0
410101.0,15,3,1790.0
410201.0,3,10,8739.0
410202.0,54,1,471.0
410203.0,1,17,10794.0
410205.0,27,2,1884.0
410206.0,1,278,182736.0
410207.0,19,2,1067.0
410208.0,2,28,16462.0
410209.0,7,69,49682.0
410210.0,2,199,137182.0
410217.0,47,1,371.0
410218.0,6,38,28423.0
410220.0,61,1,1523.0
410221.0,8,8,7509.0
410222.0,4,7,4900.0
410302.0,17,1,671.0
410401.0,1,18,9423.0
410402.0,16,4,2781.0
410405.0,1,4,1848.0
410501.0,11,13,7605.0
410502.0,30,3,1796.0
410503.0,37,3,3033.0
410504.0,2,11,7381.0
410505.0,2,4,2530.0
410506.0,7,22,20916.0
410507.0,2,25,17519.0
410516.0,32,1,666.0
411001.0,4,91,67166.0
411002.0,10,29,21152.0
411003.0,7,22,17259.0
411004.0,7,40,26561.0
411005.0,5,17,11674.0
411006.0,6,90,62290.0
411007.0,2,59,43173.0
411008.0,1,26,16699.0
411009.0,5,27,18709.0
411011.0,4,20,13585.0
411012.0,4,11,8691.0
411013.0,4,51,36193.0
411014.0,2,299,217673.0
411015.0,2,171,118227.0
411016.0,3,52,35997.0
411017.0,3,79,51051.0
411018.0,1,53,33924.0
411019.0,5,55,38027.0
411020.0,1,30,22256.0
411021.0,3,199,149921.0
411022.0,15,8,4792.0
411023.0,1,36,23876.0
411024.0,17,9,6000.0
411025.0,17,4,3426.0
411026.0,8,12,8105.0
411027.0,1,174,116410.0
411028.0,2,223,153993.0
411029.0,6,6,3855.0
411030.0,1,59,40357.0
411031.0,18,10,7764.0
411032.0,10,22,17661.0
411033.0,1,179,116205.0
411034.0,3,8,6441.0
411035.0,2,28,16018.0
411036.0,2,81,50401.0
411037.0,4,76,52917.0
411038.0,1,192,140998.0
411039.0,4,23,14587.0
411040.0,3,61,39180.0
411041.0,2,144,91835.0
411042.0,5,19,12056.0
411043.0,2,33,25037.0
411044.0,1,49,28457.0
411045.0,2,197,137566.0
411046.0,3,109,72386.0
411047.0,2,80,60363.0
411048.0,2,132,91264.0
411051.0,5,38,23319.0
411052.0,2,51,35918.0
411053.0,28,2,1451.0
411057.0,1,357,250783.0
411058.0,2,63,42039.0
411060.0,7,88,58099.0
411061.0,7,40,28479.0
411062.0,6,26,15170.0
411067.0,60,1,478.0
412101.0,2,101,66551.0
412105.0,4,96,61607.0
412106.0,4,7,5168.0
412109.0,28,3,2935.0
412110.0,15,1,763.0
412112.0,70,1,339.0
412114.0,7,21,17906.0
412115.0,8,28,17322.0
412201.0,43,5,2943.0
412202.0,15,5,2054.0
412203.0,41,1,1284.0
412205.0,11,1,735.0
412206.0,80,1,399.0
412207.0,2,175,129504.0
412208.0,25,8,4760.0
412210.0,5,12,6602.0
412211.0,32,2,853.0
412213.0,73,1,352.0
412216.0,32,2,1542.0
412219.0,80,1,568.0
412301.0,10,9,7414.0
412306.0,34,3,2313.0
412307.0,3,53,36274.0
412308.0,3,66,42578.0
412405.0,69,1,744.0
412406.0,6,5,1661.0
412408.0,17,2,1216.0
412409.0,8,10,5249.0
412411.0,36,4,2720.0
412412.0,54,2,1884.0
412801.0,30,2,1312.0
412802.0,32,1,635.0
412803.0,58,2,1147.0
412805.0,17,3,1664.0
412806.0,30,3,2468.0
413001.0,17,11,11128.0
413002.0,3,12,17269.0
413003.0,1,9,6942.0
413004.0,19,15,12660.0
413005.0,19,6,3150.0
413006.0,11,8,4999.0
413007.0,35,1,605.0
413008.0,20,1,926.0
413102.0,5,17,10583.0
413106.0,47,4,3462.0
413107.0,20,1,599.0
413108.0,14,2,1753.0
413109.0,44,1,459.0
413115.0,76,1,759.0
413132.0,13,1,786.0
413133.0,24,2,1350.0
413202.0,57,1,1238.0
413208.0,54,1,435.0
413214.0,73,1,744.0
413216.0,43,1,819.0
413219.0,79,1,1126.0
413228.0,83,1,1112.0
413249.0,12,2,1623.0
413255.0,73,1,696.0
413301.0,59,1,1257.0
413302.0,55,1,597.0
413304.0,5,14,11339.0
413305.0,4,4,3752.0
413309.0,71,1,419.0
413401.0,49,4,2962.0
413411.0,39,1,665.0
413501.0,2,18,13388.0
413502.0,76,1,1388.0
413512.0,3,33,21447.0
413514.0,36,4,2099.0
413517.0,8,5,3038.0
413520.0,81,1,788.0
413521.0,57,2,1778.0
413523.0,31,1,648.0
413531.0,70,6,4031.0
413601.0,13,4,2883.0
413605.0,71,1,471.0
413606.0,80,1,845.0
413701.0,58,3,1363.0
413705.0,3,3,2177.0
413706.0,11,1,735.0
413709.0,9,9,6452.0
413710.0,12,2,1886.0
413712.0,1,1,537.0
413713.0,58,2,1105.0
413725.0,67,1,435.0
413736.0,5,4,2988.0
413801.0,41,5,4060.0
414001.0,3,20,13140.0
414002.0,2,4,2234.0
414003.0,2,27,21584.0
414005.0,36,2,1379.0
414006.0,28,3,1521.0
414102.0,31,1,999.0
414106.0,77,1,471.0
414111.0,52,5,2733.0
414202.0,54,4,1494.0
414204.0,69,1,399.0
414301.0,70,1,597.0
414302.0,38,3,1549.0
414501.0,24,2,1459.0
414502.0,23,9,6762.0
414601.0,25,1,376.0
414603.0,80,2,1613.0
414605.0,73,1,329.0
414607.0,83,1,1338.0
414609.0,3,1,387.0
415001.0,5,21,13831.0
415002.0,1,22,19911.0
415003.0,10,5,2775.0
415004.0,22,3,1641.0
415012.0,12,3,1984.0
415015.0,32,1,599.0
415105.0,86,1,747.0
415107.0,31,1,1349.0
415109.0,87,1,999.0
415110.0,21,16,11606.0
415114.0,52,2,2096.0
415116.0,46,1,373.0
415124.0,38,3,1446.0
415203.0,76,1,666.0
415205.0,70,1,399.0
415206.0,83,1,788.0
415301.0,2,2,1535.0
415304.0,11,2,1660.0
415307.0,71,1,544.0
415311.0,7,2,740.0
415408.0,47,2,1397.0
415409.0,10,6,4292.0
415412.0,13,1,1163.0
415505.0,77,1,399.0
415506.0,36,2,781.0
415508.0,1,3,2444.0
415513.0,74,2,798.0
415519.0,48,1,435.0
415521.0,90,1,1154.0
415523.0,20,5,3171.0
415539.0,63,1,684.0
415602.0,72,1,459.0
415604.0,2,1,1156.0
415605.0,3,12,8364.0
415612.0,1,24,16493.0
415615.0,45,1,315.0
415621.0,65,1,399.0
415629.0,21,1,292.0
415634.0,39,2,1686.0
415639.0,12,3,1267.0
415709.0,17,4,2271.0
415712.0,16,12,6599.0
415722.0,67,1,1112.0
415804.0,56,2,917.0
416001.0,26,9,5688.0
416002.0,81,1,291.0
416003.0,5,25,18361.0
416004.0,16,3,2262.0
416005.0,11,7,4599.0
416006.0,3,3,2231.0
416007.0,40,7,4208.0
416008.0,2,19,12582.0
416010.0,77,1,311.0
416011.0,48,1,301.0
416012.0,10,20,12732.0
416013.0,18,6,4813.0
416101.0,43,3,2153.0
416103.0,13,1,799.0
416104.0,72,1,449.0
416106.0,73,1,1238.0
416109.0,36,1,469.0
416112.0,40,1,425.0
416114.0,11,2,1634.0
416115.0,8,19,13126.0
416116.0,69,1,563.0
416118.0,33,4,2398.0
416119.0,22,2,1945.0
416121.0,33,2,1019.0
416122.0,47,2,1467.0
416207.0,66,1,833.0
416210.0,57,1,399.0
416213.0,70,1,471.0
416216.0,50,3,1667.0
416223.0,28,1,735.0
416234.0,66,1,1112.0
416235.0,1,2,747.0
416301.0,86,2,1396.0
416310.0,55,1,597.0
416402.0,30,1,423.0
416403.0,59,1,499.0
416404.0,14,1,517.0
416408.0,6,4,3100.0
416410.0,4,22,14366.0
416414.0,21,4,2618.0
416415.0,6,4,2412.0
416416.0,9,30,25286.0
416425.0,86,1,1270.0
416436.0,18,3,1769.0
416502.0,13,5,2728.0
416505.0,70,1,357.0
416509.0,2,2,2150.0
416510.0,6,10,6467.0
416511.0,45,2,1084.0
416514.0,4,1,376.0
416516.0,44,5,3528.0
416517.0,80,1,419.0
416519.0,48,1,653.0
416520.0,12,8,4494.0
416522.0,82,1,950.0
416526.0,47,1,832.0
416529.0,39,2,1232.0
416601.0,27,2,2445.0
416602.0,21,4,1643.0
416606.0,9,3,2788.0
416609.0,52,1,1089.0
416613.0,36,1,435.0
416701.0,44,1,1349.0
416702.0,9,6,4667.0
416801.0,75,1,299.0
416804.0,26,1,635.0
416810.0,36,2,1089.0
416811.0,70,1,399.0
421001.0,2,13,8251.0
421002.0,23,10,5005.0
421003.0,3,22,12558.0
421004.0,1,31,19348.0
421005.0,17,4,1807.0
421101.0,3,2,1939.0
421102.0,53,4,2323.0
421103.0,19,6,4505.0
421201.0,1,190,123759.0
421202.0,2,109,70087.0
421203.0,7,27,16171.0
421204.0,1,155,110538.0
421301.0,1,215,145297.0
421302.0,2,71,53357.0
421303.0,3,9,7570.0
421305.0,69,1,1299.0
421306.0,7,97,62802.0
421308.0,24,2,1888.0
421311.0,51,8,4065.0
421312.0,27,3,2280.0
421401.0,55,4,2878.0
421501.0,1,81,55489.0
421502.0,13,8,7377.0
421503.0,1,86,61743.0
421504.0,16,5,3185.0
421505.0,8,13,7484.0
421506.0,17,5,3179.0
421601.0,3,21,15196.0
421604.0,3,1,788.0
421605.0,14,10,7975.0
422001.0,2,14,10523.0
422002.0,5,22,15094.0
422003.0,17,34,24071.0
422004.0,9,12,15454.0
422005.0,4,21,11627.0
422006.0,3,16,10559.0
422007.0,4,9,5222.0
422008.0,22,13,5997.0
422009.0,1,46,34970.0
422010.0,3,23,13513.0
422011.0,6,10,8241.0
422012.0,40,4,3009.0
422013.0,2,45,30080.0
422101.0,3,42,33411.0
422103.0,32,3,1540.0
422112.0,35,1,1063.0
422202.0,71,1,311.0
422203.0,19,1,1297.0
422206.0,9,7,4213.0
422207.0,21,9,6206.0
422208.0,86,1,747.0
422211.0,43,1,523.0
422212.0,74,1,399.0
422213.0,52,1,382.0
422214.0,17,4,2684.0
422222.0,33,1,824.0
422306.0,79,2,2084.0
422401.0,3,9,5587.0
422403.0,45,5,4130.0
422601.0,84,2,1828.0
422604.0,83,1,399.0
422605.0,19,10,8137.0
422608.0,67,1,487.0
422622.0,31,1,1523.0
423101.0,79,2,857.0
423102.0,48,1,1349.0
423104.0,24,5,2323.0
423105.0,31,2,1187.0
423106.0,18,1,435.0
423107.0,5,4,1369.0
423109.0,11,6,4732.0
423203.0,20,4,3331.0
423208.0,50,1,399.0
423301.0,52,1,999.0
423401.0,2,4,2760.0
423501.0,68,1,744.0
423601.0,14,3,3758.0
423701.0,72,4,3406.0
423702.0,64,1,459.0
424001.0,4,9,6734.0
424002.0,29,8,4527.0
424005.0,72,2,1262.0
424006.0,60,2,798.0
424101.0,4,5,3115.0
424201.0,19,4,2306.0
424206.0,67,1,495.0
424306.0,82,1,525.0
425001.0,9,34,24925.0
425002.0,16,8,5864.0
425003.0,50,3,2706.0
425105.0,55,1,603.0
425107.0,54,4,2713.0
425111.0,48,1,1068.0
425201.0,7,13,8430.0
425203.0,19,3,1758.0
425302.0,26,1,376.0
425304.0,14,1,817.0
425305.0,52,4,3228.0
425306.0,39,2,1148.0
425307.0,82,1,345.0
425308.0,57,2,1336.0
425401.0,56,2,977.0
425405.0,50,4,2391.0
425406.0,78,1,442.0
425408.0,44,2,1103.0
425409.0,49,4,2772.0
425410.0,65,2,1887.0
425412.0,12,9,6032.0
425413.0,24,4,3122.0
425415.0,25,1,416.0
425422.0,72,1,612.0
425426.0,66,1,788.0
425508.0,35,1,721.0
431001.0,1,67,41486.0
431002.0,6,9,6310.0
431003.0,10,15,7414.0
431004.0,20,2,1742.0
431005.0,1,25,16703.0
431006.0,72,1,399.0
431007.0,68,2,1257.0
431008.0,4,3,1656.0
431009.0,22,6,3982.0
431010.0,60,1,1146.0
431102.0,14,2,760.0
431103.0,37,1,399.0
431107.0,9,1,416.0
431109.0,56,1,1432.0
431112.0,50,2,893.0
431113.0,61,1,579.0
431116.0,56,1,599.0
431122.0,10,7,4977.0
431123.0,10,2,894.0
431131.0,77,1,725.0
431133.0,34,1,631.0
431134.0,4,1,735.0
431136.0,4,12,10381.0
431202.0,58,1,399.0
431203.0,10,26,17689.0
431204.0,15,1,534.0
431213.0,71,1,1112.0
431401.0,23,12,9186.0
431503.0,68,1,599.0
431505.0,64,1,399.0
431510.0,16,1,735.0
431512.0,57,2,1424.0
431513.0,14,3,2490.0
431514.0,82,1,824.0
431515.0,2,2,1639.0
431516.0,55,1,471.0
431517.0,48,6,6144.0
431601.0,10,11,7636.0
431602.0,11,12,7740.0
431603.0,35,2,834.0
431604.0,73,3,2162.0
431605.0,3,20,16232.0
431606.0,24,8,4799.0
431702.0,70,2,852.0
431709.0,72,1,399.0
431712.0,77,2,974.0
431714.0,52,1,359.0
431717.0,48,1,852.0
431720.0,62,2,2256.0
431801.0,18,2,736.0
431807.0,14,2,700.0
440001.0,1,25,18418.0
440002.0,24,11,8041.0
440003.0,14,5,4006.0
440004.0,5,5,3476.0
440005.0,72,2,1233.0
440006.0,8,7,4121.0
440007.0,23,5,5173.0
440008.0,7,16,8343.0
440009.0,4,33,21247.0
440010.0,1,45,36890.0
440012.0,15,13,9553.0
440013.0,4,40,28012.0
440014.0,3,17,10823.0
440015.0,2,45,32680.0
440016.0,23,9,7783.0
440017.0,6,20,15980.0
440018.0,1,17,9911.0
440019.0,78,1,625.0
440020.0,55,2,1029.0
440021.0,1,3,1270.0
440022.0,9,50,35570.0
440023.0,3,19,10779.0
440024.0,10,18,13488.0
440025.0,12,16,10113.0
440026.0,1,16,10192.0
440027.0,8,26,18803.0
440030.0,14,29,17284.0
440032.0,10,6,4008.0
440033.0,13,17,13700.0
440034.0,6,28,15900.0
440035.0,29,3,2293.0
440036.0,7,11,8798.0
440037.0,9,7,4390.0
441001.0,12,7,4519.0
441002.0,35,2,922.0
441102.0,41,1,852.0
441104.0,3,2,1275.0
441106.0,64,1,399.0
441107.0,3,3,2431.0
441108.0,11,17,9834.0
441110.0,6,7,4835.0
441111.0,10,14,16585.0
441122.0,4,5,4184.0
441201.0,83,1,788.0
441203.0,67,2,1858.0
441204.0,62,2,870.0
441205.0,71,1,442.0
441206.0,51,4,2491.0
441208.0,25,3,1123.0
441209.0,23,1,729.0
441224.0,48,1,382.0
441225.0,28,2,646.0
441302.0,26,6,4883.0
441303.0,19,1,1122.0
441305.0,23,1,729.0
441401.0,20,2,2015.0
441404.0,64,1,801.0
441501.0,12,7,3763.0
441502.0,51,2,1270.0
441601.0,3,18,13293.0
441614.0,7,12,9121.0
441701.0,8,3,975.0
441802.0,2,7,5253.0
441804.0,36,2,1958.0
441809.0,16,1,735.0
441903.0,83,1,1112.0
441904.0,10,16,11910.0
441906.0,13,6,4127.0
441908.0,28,1,360.0
441909.0,74,2,2618.0
441910.0,43,2,1293.0
441911.0,5,4,3026.0
441912.0,9,8,6561.0
441915.0,68,1,399.0
441918.0,68,1,399.0
442001.0,2,25,15972.0
442005.0,6,1,1195.0
442102.0,47,4,2376.0
442104.0,75,2,1632.0
442201.0,18,4,3390.0
442301.0,2,4,2882.0
442302.0,45,5,5585.0
442305.0,3,2,760.0
442401.0,2,31,24141.0
442402.0,12,6,4706.0
442403.0,17,4,2061.0
442404.0,18,3,1588.0
442501.0,70,2,1759.0
442505.0,30,1,771.0
442605.0,16,6,3344.0
442701.0,1,4,3086.0
442703.0,63,1,1065.0
442705.0,12,2,1082.0
442710.0,57,1,563.0
442902.0,28,2,691.0
442903.0,7,5,3822.0
442905.0,46,1,376.0
442906.0,90,1,561.0
442907.0,26,4,2768.0
442917.0,21,3,1280.0
443001.0,6,4,1868.0
443101.0,78,2,761.0
443112.0,78,1,551.0
443201.0,13,3,1344.0
443202.0,79,2,2396.0
443203.0,67,1,788.0
443204.0,16,2,2254.0
443301.0,8,4,2002.0
443308.0,43,2,870.0
443404.0,61,1,744.0
444001.0,6,22,14561.0
444002.0,33,8,6347.0
444003.0,79,1,399.0
444004.0,54,2,1507.0
444005.0,18,8,5641.0
444101.0,28,5,3528.0
444102.0,87,1,353.0
444104.0,47,1,487.0
444105.0,21,6,3822.0
444107.0,53,1,292.0
444108.0,24,3,1688.0
444109.0,77,2,858.0
444110.0,5,1,574.0
444303.0,27,6,2892.0
444403.0,53,3,1090.0
444503.0,49,1,724.0
444505.0,2,7,4614.0
444506.0,47,2,828.0
444507.0,25,1,491.0
444601.0,23,10,7343.0
444602.0,26,10,8308.0
444603.0,10,11,9677.0
444604.0,14,10,7464.0
444605.0,5,9,6669.0
444606.0,8,15,9688.0
444607.0,71,5,2627.0
444702.0,38,1,435.0
444704.0,19,1,729.0
444705.0,9,2,967.0
444707.0,31,2,2694.0
444709.0,14,2,828.0
444801.0,73,1,788.0
444803.0,48,4,2186.0
444805.0,17,3,3863.0
444806.0,27,1,464.0
444808.0,85,1,353.0
444901.0,89,1,646.0
444902.0,46,1,1349.0
444904.0,38,3,1109.0
444906.0,2,4,1803.0
444908.0,12,1,431.0
445001.0,3,33,25416.0
445103.0,36,2,1835.0
445202.0,26,3,2118.0
445203.0,28,4,5010.0
445204.0,44,3,2214.0
445206.0,24,1,735.0
445207.0,48,1,301.0
445302.0,24,4,3080.0
445305.0,31,1,690.0
445307.0,49,1,399.0
450001.0,1,18,12768.0
450119.0,15,1,320.0
